accuracy_mean,accuracy_std,accuracy_median,accuracy_iqr,worst_fold_accuracy,macro_f1_mean,macro_f1_std,macro_f1_median,macro_f1_iqr,worst_fold_macro_f1,robustness_score,evaluable_folds
0.7459645360304346,0.18013566722269828,0.822289156626506,0.25832646816523486,0.44655172413793104,0.7565874065262331,0.13723176096594106,0.7406755392083871,0.23337752078046214,0.5671840980412344,0.6879715260432626,5.0
