Class,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,f1_median,f1_min,f1_max,folds_evaluated,Flag,Confound
cobblestone,0.6190476190476191,0.38095238095238093,0.2797042325344212,0.26083630800611934,0.18380777471686563,0.1467707376798286,0.18380777471686563,0.037037037037037035,0.3305785123966942,2,WARN,⚡ speed
dry_dirt_track,0.9211201727032862,0.03930199088510433,0.8378979262582142,0.08595994176209026,0.8767503667177274,0.06503488554617937,0.8767503667177274,0.8117154811715481,0.9417852522639069,2,WARN,
grass,0.8118311692718695,0.2031192765349989,0.9336380886665516,0.0450832803107568,0.8491632693626048,0.13079604914790735,0.8888888888888888,0.6046511627906976,0.963265306122449,5,,
muddy_dirt_track,0.9302325581395349,0.06976744186046513,0.44257795344751866,0.3617698726394379,0.4904966922188386,0.3409639819384648,0.4904966922188386,0.14953271028037382,0.8314606741573034,2,WARN,
smooth_terrain,0.9743033123051914,0.027390465840106352,0.9259690579447554,0.07585715932699591,0.9483121245963991,0.04878904255507889,0.961439588688946,0.8571428571428571,1.0,5,,
