Class,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,f1_median,f1_min,f1_max,folds_evaluated,Flag
dry_dirt_track,0.9457446055889636,0.007562787407145388,0.9617354404448346,0.0009511267193444417,0.9536537465469613,0.003377503453038666,0.9536537465469613,0.9502762430939227,0.95703125,2,WARN
grass,0.965552995391705,0.054472867713298616,0.9656165830368992,0.020430682703923606,0.9641275911096611,0.01941491789007589,0.9726063272574901,0.9312977099236641,0.98,4,
smooth_terrain,0.9975669099756691,0.0034409089108834385,0.9629629629629629,0.05237828008789243,0.9793103448275863,0.02925959094565025,1.0,0.9379310344827586,1.0,3,WARN
