accuracy_mean,accuracy_std,accuracy_median,accuracy_iqr,worst_fold_accuracy,macro_f1_mean,macro_f1_std,macro_f1_median,macro_f1_iqr,worst_fold_macro_f1,robustness_score,evaluable_folds
0.9621175175151828,0.030737400862446296,0.9588735892472333,0.05610812987880509,0.9307228915662651,0.9521320055685268,0.04411208540266556,0.9530624907566961,0.08266277996844407,0.902403040760715,0.9300759628671941,4.0
