config,filters,kernels,dropout,lr,weight_decay,batch_size,macro_f1_mean,macro_f1_std,macro_f1_median,worst_fold_macro_f1,robustness_score,accuracy_mean,evaluable_folds
32-64-128 | k=7-5-3 | d=0.5 | lr=1e-3,"[32, 64, 128]","[7, 5, 3]",0.5,0.001,0.0001,64,0.7628066842602089,0.11812460280876722,0.7314937523320533,0.6139673272700796,0.7037443828558253,0.7475856468122697,5.0
32-64-128 | k=7-5-3 | d=0.3 | lr=1e-3 | wd=1e-3,"[32, 64, 128]","[7, 5, 3]",0.3,0.001,0.001,64,0.7509611696681917,0.11112335788441077,0.7729744639707077,0.5870846024094459,0.6953994907259863,0.741456034801794,5.0
32-64-128 | k=11-7-5 | d=0.3 | lr=1e-3,"[32, 64, 128]","[11, 7, 5]",0.3,0.001,0.0001,64,0.7536083916002755,0.12621178997914234,0.7706969683722236,0.5643205206940292,0.6905024966107043,0.7449379653485072,5.0
64-128-256 | k=7-5-3 | d=0.3 | lr=1e-3,"[64, 128, 256]","[7, 5, 3]",0.3,0.001,0.0001,64,0.7399625945730988,0.1078580796199375,0.6801022595624704,0.6266329610981564,0.68603355476313,0.7237352304356888,5.0
32-64-128 | k=7-5-3 | d=0.3 | lr=1e-3,"[32, 64, 128]","[7, 5, 3]",0.3,0.001,0.0001,64,0.7437696913917882,0.11589972687072782,0.7029651948283735,0.602753719742394,0.6858198279564243,0.7238573429885247,5.0
32-64-128 | k=7-5-3 | d=0.3 | lr=5e-4,"[32, 64, 128]","[7, 5, 3]",0.3,0.0005,0.0001,64,0.743355208257383,0.11835195751949804,0.7426693902728777,0.5725747877531268,0.684179229497634,0.7338357620194795,5.0
32-64-128 | k=7-5-3 | d=0.3 | lr=1e-3 | bs=32,"[32, 64, 128]","[7, 5, 3]",0.3,0.001,0.0001,32,0.7487163288257392,0.1300655484611861,0.775938496916264,0.5481744780963648,0.6836835545951462,0.7460513774528501,5.0
16-32-64 | k=7-5-3 | d=0.3 | lr=1e-3,"[16, 32, 64]","[7, 5, 3]",0.3,0.001,0.0001,64,0.7425173030928542,0.13107229606597395,0.6911646392216755,0.5717134111028378,0.6769811550598672,0.724563616357864,5.0
