Class,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,f1_median,f1_min,f1_max,folds_evaluated,Flag
dry_dirt_track,0.9317812003330054,0.05164421403163555,0.9498386652500689,0.04628536575768305,0.9381721981721982,0.0036267436267435893,0.9381721981721982,0.9345454545454546,0.9417989417989417,2,WARN
grass,0.9224405811707399,0.13197162105973856,0.989049652118912,0.011069720199564672,0.9487798747975306,0.07494671344932406,0.9879211953781937,0.8192771084337349,1.0,4,
smooth_terrain,0.9901960784313726,0.0169808902702831,0.9326569020538418,0.10022889637814687,0.9573417516593816,0.05578315708252837,0.9827586206896552,0.863849765258216,1.0,4,
