Class,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,f1_median,f1_min,f1_max,folds_evaluated,Flag
dry_dirt_track,0.9460884552465529,0.025633909792007525,0.9506256640302208,0.008765198913941674,0.9482758620689655,0.017241379310344862,0.9482758620689655,0.9310344827586207,0.9655172413793104,2,WARN
grass,0.9670441192180322,0.044456224636750544,0.981835072738773,0.016578018040247878,0.9739013522251272,0.026598844658266545,0.9830139720558881,0.9295774647887324,1.0,4,
smooth_terrain,0.9673224785165083,0.03734066273404673,0.9454729563865477,0.07108656508222093,0.9559043107430204,0.054797687931531225,0.9789081885856079,0.8658008658008658,1.0,4,
