accuracy_mean,accuracy_std,accuracy_median,accuracy_iqr,worst_fold_accuracy,macro_f1_mean,macro_f1_std,macro_f1_median,macro_f1_iqr,worst_fold_macro_f1,robustness_score,evaluable_folds
0.88094695028991,0.0511565511926888,0.8703703703703703,0.031269154059444526,0.8127962085308057,0.8492892566027515,0.07225289139087215,0.8603122751754846,0.015172275953833303,0.7212665464817841,0.8131628109073153,5.0
