Class,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,folds_evaluated,Flag,Confound
dry_dirt_track,0.9725274725274725,0.027472527472527486,0.971539362013462,0.008852794849282974,0.9719441445068722,0.01815486539411798,2,WARN,
grass,0.963692241166296,0.06038119977367755,0.9877450980392157,0.02122611283785391,0.9742297484759797,0.030491451073150468,4,,
smooth_terrain,1.0,0.0,0.9551990493166964,0.04046655539077185,0.9766450299096348,0.021319804150642947,3,WARN,
