Class,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,f1_median,f1_min,f1_max,folds_evaluated,Flag,Confound
dry_dirt_track,0.9614544693071676,0.03444717003709469,0.9503511852502194,0.002589991220368737,0.9556086342426551,0.01833926154892812,0.9556086342426551,0.9372693726937269,0.9739478957915831,2,WARN,
grass,0.9496155638397018,0.07310339254528082,0.9752801400896762,0.022606184482345706,0.9600179292368006,0.03272392830533731,0.975809278952904,0.9037037037037037,0.9847494553376906,4,,
smooth_terrain,0.9975124378109452,0.003517944185007709,0.9261239849475144,0.05470804636004502,0.9597367402245451,0.030321276421527318,0.9523809523809523,0.926829268292683,1.0,3,WARN,
