feature_set,accuracy_mean,accuracy_std,accuracy_median,accuracy_iqr,worst_fold_accuracy,macro_f1_mean,macro_f1_std,macro_f1_median,macro_f1_iqr,worst_fold_macro_f1,robustness_score,evaluable_folds
all_no_speed,0.9515680879418283,0.022197420806757996,0.9512448132780082,0.043975565204077305,0.9292929292929293,0.963487303067847,0.024990217409000166,0.9719556223891844,0.02729868085474807,0.9226007815633711,0.9509921943633469,4.0
top_mi,0.9589314475947552,0.025725081812880673,0.9645433931148217,0.038651503604082094,0.921161825726141,0.9654499547306186,0.031831625779967614,0.9798194959320559,0.034369760025059315,0.9121608270583624,0.9495341418406348,4.0
all,0.9423000968273642,0.023250571597100884,0.9377593360995851,0.03872073474177806,0.9191919191919192,0.9550605935029588,0.02843611837232567,0.9615906356544868,0.025855443277577383,0.9096239167732135,0.940842534316796,4.0
