Model,Feature set,Macro F1 mean,Macro F1 std,Worst fold F1,Robustness score,Accuracy mean
08 Tuned  [LogisticRegression,top_mi,0.9844556377516064,0.0107210384223134,0.9660643775034918,0.9790951185404496,0.9791935037563372
08 Tuned  [XGBoost,all,0.9814024990879796,0.0106013080361878,0.9638689643063184,0.9761018450698858,0.9725354463425004
07 Baseline  [XGBoost,top_mi,0.9819055550329931,0.0136143166702061,0.9596994471220224,0.97509839669789,0.9746101351391808
07 Baseline  [XGBoost,all,0.980970110249828,0.01433773980276,0.9574844976257428,0.973801240348448,0.9740233544694126
09 MLP HP-tuned,all,0.9709519268343896,0.022002078059622527,0.933790537206904,0.9599508878045783,0.9634632804460901
09 MLP baseline,all_no_speed,0.963487303067847,0.024990217409000166,0.9226007815633711,0.9509921943633469,0.9515680879418283
09 MLP baseline,top_mi,0.9654499547306186,0.031831625779967614,0.9121608270583624,0.9495341418406348,0.9589314475947552
09 MLP baseline,all,0.9550605935029588,0.02843611837232567,0.9096239167732135,0.940842534316796,0.9423000968273642
