Class,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,folds_evaluated,Flag,Confound
dry_dirt_track,0.9712062535857716,0.02477768215720022,0.9806774948785484,0.008128475270705315,0.9756401343992585,0.00848684972772562,2,WARN,
grass,0.9860882675438596,0.019365350359095715,0.981741815668999,0.029136267758483082,0.9834683996206839,0.014043606146208212,4,,
smooth_terrain,1.0,0.0,0.9551990493166964,0.04046655539077185,0.9766450299096348,0.021319804150642947,3,WARN,
