Class,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,f1_median,f1_min,f1_max,folds_evaluated,Flag
dry_dirt_track,0.9322102425876011,0.003638814016172498,0.9470954053263096,0.025453614281533476,0.9394698934024777,0.014376260443676181,0.9394698934024777,0.9250936329588015,0.9538461538461539,2,WARN
grass,0.9359131143722339,0.10562528120256644,0.9682427736813588,0.02718449668572257,0.9473637803343067,0.052400157838345056,0.9708972223166628,0.8591549295774648,0.9885057471264368,4,
smooth_terrain,0.9975308641975308,0.0034918853391928324,0.9404238463061992,0.05082214562253799,0.9675060574593285,0.028525174928672122,0.9719626168224299,0.9305555555555556,1.0,3,WARN
