Class,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,f1_median,f1_min,f1_max,folds_evaluated,Flag,Confound
dirt_track,0.9675204918032787,0.05079694428317974,0.9818616474803086,0.0190337508908031,0.9735447410301539,0.022703870904230202,0.9791183294663574,0.9298245614035088,0.9957805907172996,5,,
grass,0.7429720286749246,0.21558646804382997,0.800548292577816,0.11192694656950015,0.7517559102142195,0.16488682188741016,0.8,0.45098039215686275,0.9491525423728814,5,,
soil,0.8674573330327121,0.09601477932678987,0.83361820943315,0.09583857267818288,0.8482233996271745,0.08725525641164321,0.8340080971659919,0.7107438016528925,0.9787234042553191,5,,
