Class,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,f1_median,f1_min,f1_max,folds_evaluated,Flag,Confound
dirt_track,0.9618488865362418,0.06090376605066016,0.9845889202075814,0.016365564808777808,0.9716971811025343,0.029248316307110927,0.9861751152073732,0.9137931034482759,0.9915966386554622,5,,
grass,0.6982749967105251,0.1979429812453381,0.7897638281896512,0.12129287533768117,0.7207672368718295,0.1534053120000267,0.735632183908046,0.4423076923076923,0.8852459016393442,5,,
soil,0.8686446891804269,0.09015757373270952,0.7994555333052786,0.088243186612352,0.8274766115740956,0.06189801571920727,0.8104575163398693,0.7704918032786885,0.945054945054945,5,,
