Class,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,folds_evaluated,Flag,Confound
cobblestone,0.6573033707865168,0.34269662921348315,0.3893846676865545,0.3673720890702023,0.24376068376068374,0.20068376068376068,2,WARN,speed C
dry_dirt_track,0.9511964947758679,0.025615099427030663,0.8133238893479715,0.04200605989060713,0.8767404669472203,0.03530283481191371,2,WARN,
grass,0.8274892903706462,0.1642569267288533,0.9153841730691825,0.04598167137829203,0.8619100706280811,0.108560145340223,5,,
muddy_dirt_track,0.833976833976834,0.02316602316602312,0.38669301712779974,0.2654808959156785,0.46764047339801684,0.2552510928670434,2,WARN,
smooth_terrain,0.9635515854269526,0.0301713772126898,0.9499599635288203,0.057576264426808535,0.9552713815225996,0.029669055361407532,5,,
