Class,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,f1_median,f1_min,f1_max,folds_evaluated,Flag
dry_dirt_track,0.9730215827338129,0.02697841726618705,0.9749853672812409,0.006357916300848698,0.9737168541949419,0.010346890824978472,0.9737168541949419,0.9633699633699634,0.9840637450199203,2,WARN
grass,0.9777997364953886,0.03137648726000849,0.982843137254902,0.029716557972995435,0.9796330937284163,0.01729484518100324,0.9789512268269114,0.9606299212598425,1.0,4,
smooth_terrain,1.0,0.0,0.9612596553773024,0.04258256067265264,0.9797597654402724,0.02245140839634532,0.9908256880733946,0.9484536082474226,1.0,3,WARN
