Class,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,f1_median,f1_min,f1_max,folds_evaluated,Flag
dry_dirt_track,0.9161695697128768,0.05758371112701821,0.9649982292527446,0.02337386377051115,0.9381691368788143,0.019250217959895344,0.9381691368788143,0.918918918918919,0.9574193548387097,2,WARN
grass,0.9526214526214527,0.07958232543056726,0.9646979759645794,0.025913029546612468,0.9565600173740034,0.04313552052066785,0.9701670146137786,0.8859060402684564,1.0,4,
smooth_terrain,0.985048504850485,0.016449973179841596,0.9359667784960315,0.07880293997651773,0.9582599773738842,0.04650447793445116,0.9756108638386775,0.8818181818181818,1.0,4,
