test_run,n_features,selected_features
Run1,25,gx_hjorth_complexity|gx_bandpower_5_20Hz|gz_spectral_centroid|ax_hjorth_complexity|gx_spectral_centroid|ay_jerk_rms|gyro_mag_spectral_centroid|az_bandpower_5_20Hz|gyro_mag_jerk_rms|ay_iqr|gyro_mag_hjorth_complexity|ax_jerk_rms|ay_energy|acc_mag_jerk_rms|ay_hjorth_complexity|ax_spectral_centroid|gz_zero_crossing_rate|ay_range|gx_spectral_entropy|acc_mag_bandpower_20_40Hz|ay_max|az_hjorth_complexity|gyro_mag_spectral_entropy|gyro_mag_bandpower_20_40Hz|ax_bandpower_5_20Hz
Run2,25,gx_bandpower_5_20Hz|gx_hjorth_complexity|ay_jerk_rms|gz_spectral_centroid|az_bandpower_5_20Hz|ay_iqr|ay_energy|gyro_mag_jerk_rms|acc_mag_jerk_rms|ax_hjorth_complexity|ax_jerk_rms|gx_spectral_centroid|gyro_mag_spectral_centroid|gyro_mag_hjorth_complexity|acc_mag_bandpower_20_40Hz|ay_hjorth_complexity|ay_range|ay_max|gz_zero_crossing_rate|acc_mag_energy_over_speed|ax_spectral_centroid|az_hjorth_complexity|gyro_mag_bandpower_20_40Hz|ax_bandpower_5_20Hz|bandpower_5_20_over_speed
Run3,25,gx_hjorth_complexity|gx_bandpower_5_20Hz|gz_spectral_centroid|ax_hjorth_complexity|gx_spectral_centroid|az_bandpower_5_20Hz|ay_hjorth_complexity|gyro_mag_spectral_centroid|ay_iqr|gyro_mag_jerk_rms|ay_jerk_rms|gyro_mag_hjorth_complexity|ay_energy|acc_mag_jerk_rms|gz_zero_crossing_rate|ax_spectral_centroid|ax_jerk_rms|gx_spectral_entropy|gz_hjorth_complexity|ay_max|ay_range|gyro_mag_spectral_entropy|az_hjorth_complexity|acc_mag_energy_over_speed|acc_mag_bandpower_20_40Hz
Run4,25,gx_hjorth_complexity|gz_spectral_centroid|gx_bandpower_5_20Hz|ax_hjorth_complexity|gx_spectral_centroid|gyro_mag_spectral_centroid|ay_hjorth_complexity|az_bandpower_5_20Hz|ay_jerk_rms|gyro_mag_hjorth_complexity|gyro_mag_jerk_rms|ay_iqr|ay_energy|ax_spectral_centroid|az_hjorth_complexity|acc_mag_jerk_rms|gz_zero_crossing_rate|ay_range|ax_jerk_rms|gx_spectral_entropy|ay_max|gyro_mag_spectral_entropy|ax_bandpower_5_20Hz|acc_mag_bandpower_20_40Hz|gz_hjorth_complexity
Run5,25,gx_hjorth_complexity|gx_bandpower_5_20Hz|gz_spectral_centroid|gx_spectral_centroid|gyro_mag_spectral_centroid|gyro_mag_hjorth_complexity|ay_jerk_rms|az_bandpower_5_20Hz|ax_hjorth_complexity|ay_iqr|gyro_mag_jerk_rms|acc_mag_jerk_rms|ax_jerk_rms|ay_energy|ay_hjorth_complexity|ax_spectral_centroid|gz_zero_crossing_rate|gyro_mag_spectral_entropy|gx_spectral_entropy|az_hjorth_complexity|ay_range|ax_bandpower_5_20Hz|gyro_mag_bandpower_20_40Hz|ay_max|acc_mag_bandpower_20_40Hz
