Class,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,folds_evaluated,Flag,Confound
dirt_track,0.9659758423394788,0.04839372632473541,0.9908463949843259,0.011598576631821638,0.9774276663378203,0.023050812201898176,5,,
grass,0.7700401396810846,0.19271603772421958,0.7869872016043106,0.12478242726964985,0.7599846121778397,0.14234166566313777,5,,
soil,0.8633060189249828,0.09513189169449013,0.8598174630814699,0.05710703652980785,0.8589235237811839,0.06307884564621093,5,,
