Class,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,folds_evaluated,Flag,Confound
dirt_track,0.9658068301101521,0.05272176784395474,0.9914541239693369,0.007993356499069673,0.9775500216618827,0.026040704417072572,5,,
grass,0.7639507094846902,0.16009309295590674,0.7894263360221663,0.1506612415063445,0.7597358528995731,0.12915647191497556,5,,
soil,0.8690269441109777,0.08417727610484224,0.8553449034773314,0.04264460772235891,0.8596339070501926,0.04890506690191963,5,,
